iter	MAPE	RMSE
0	0.3135391099	0.7309977267
1	0.3062290802	0.714301205
2	0.2991079472	0.6973624247
3	0.291846186	0.6806206675
4	0.2852476952	0.6649845792
5	0.2785242451	0.6494982462
6	0.2718324702	0.6339960714
7	0.2655069717	0.6199052622
8	0.2592033253	0.6052748596
9	0.2533455305	0.5918413057
10	0.2477239915	0.5785452127
11	0.24182173	0.565376437
12	0.2365774932	0.5529268891
13	0.2312230639	0.5405319772
14	0.2262161734	0.5289437651
15	0.2213003101	0.5180037412
16	0.2162409358	0.5064888883
17	0.2115746184	0.4958490602
18	0.2072758364	0.4856734878
19	0.2032250127	0.4762807272
20	0.1987813909	0.4661266825
21	0.1945699589	0.4565004504
22	0.1903844111	0.4468406718
23	0.1864479578	0.4376661162
24	0.1828036005	0.4292958336
25	0.1790900313	0.4207757862
26	0.1754525683	0.4123588053
27	0.1719420721	0.404257909
28	0.1684161123	0.3962304231
29	0.1651167784	0.3886829822
30	0.1618928088	0.3811240715
31	0.1588914513	0.3744858407
32	0.1559261754	0.3675783495
33	0.1531574953	0.361012639
34	0.1504472733	0.3546709181
35	0.1477919072	0.3484965582
36	0.145150622	0.3424234743
37	0.1425455748	0.3364574962
38	0.1401334256	0.3308926455
39	0.1379226158	0.3257976516
40	0.1355122275	0.3202103549
41	0.1333958952	0.3153179256
42	0.13109689	0.3100770593
43	0.1289817418	0.305107256
44	0.1269311895	0.3003231075
45	0.1250295477	0.2959510911
46	0.1232319447	0.2917133985
47	0.1214861914	0.2875536551
48	0.119646253	0.2833305049
49	0.1179236018	0.2792672805
50	0.1162470922	0.2752089901
51	0.1144767801	0.2712646783
52	0.1129170294	0.2675736397
53	0.1112276412	0.2635690237
54	0.1097500169	0.2601725575
55	0.1083011723	0.256739449
56	0.106877765	0.2534093721
57	0.1054691285	0.2501460633
58	0.1041819296	0.2472002592
59	0.1030674838	0.2444111422
60	0.1018039444	0.2413141257
61	0.1005672485	0.2383279943
62	0.09950260607	0.2355848681
63	0.09855361331	0.2331688609
64	0.09750109612	0.2305044272
65	0.09643391559	0.2279859573
66	0.09534564783	0.2255372811
67	0.09438588082	0.2232625941
68	0.0934084955	0.2208728083
69	0.09257869374	0.2188278477
70	0.09165560205	0.2166654044
71	0.09086716074	0.2146999075
72	0.09001628157	0.2127191633
73	0.08913379188	0.2106532962
74	0.08834112186	0.2087606322
75	0.08753746013	0.2069185149
76	0.08673606822	0.205027784
77	0.08600218061	0.2032931141
78	0.08524663998	0.2015784844
79	0.08450599407	0.1998610806
80	0.08381414208	0.1982221249
81	0.08314678115	0.1966674541
82	0.08252250256	0.1952186851
83	0.08180253824	0.1935527579
84	0.08121512662	0.1921624834
85	0.08067478426	0.190880219
86	0.08012201617	0.189553058
87	0.07954033568	0.1881209694
88	0.07897548934	0.1868690879
89	0.07847997125	0.1857376215
90	0.07804026349	0.1845622905
91	0.07751503063	0.1833459237
92	0.07696088967	0.1820698226
93	0.07647706167	0.1809370331
94	0.07601251214	0.179816985
95	0.07558436036	0.1787358597
96	0.07512715435	0.1776183321
97	0.07475428643	0.1766689449
98	0.07436040751	0.1756516675
99	0.07395979431	0.1746486359
100	0.07357936883	0.1737447997
101	0.07321522245	0.1728294953
102	0.07288917724	0.1720467852
103	0.07245347511	0.1711067407
104	0.07206980228	0.1701894608
105	0.07171443067	0.1693133576
106	0.07133174901	0.1684412193
107	0.07100799027	0.1676462739
108	0.07070776602	0.1668889494
109	0.07044069879	0.1661714293
110	0.07010521806	0.165351925
111	0.06978038914	0.1646406008
112	0.06950405472	0.1639974873
113	0.06922348124	0.1633355682
114	0.068973943	0.1627003688
115	0.06869351706	0.1620510726
116	0.06846881496	0.1614857679
117	0.06819957104	0.1608451981
118	0.06791117796	0.1602380216
119	0.06769652635	0.1597200553
120	0.0674704833	0.159128865
121	0.06726486569	0.1586350637
122	0.06708959663	0.1581316793
123	0.06682341692	0.1575304521
124	0.06659939641	0.1570718944
125	0.06638744603	0.1565182108
126	0.06623791856	0.1560412993
127	0.06604709026	0.1555784287
128	0.06582657201	0.1550304408
129	0.06552306789	0.1543474222
130	0.0653165787	0.1538492414
131	0.0651062276	0.1533835842
132	0.0649708562	0.1528955195
133	0.06475366868	0.1523703628
134	0.06466692281	0.1520649611
135	0.06446376574	0.1516466744
136	0.06427781251	0.1511956454
137	0.06407038569	0.1507167671
138	0.06386650632	0.1502587073
139	0.06367283807	0.1498306984
140	0.0634937354	0.1494497419
141	0.06335245545	0.1491099587
142	0.06321125938	0.1487010126
143	0.06303041871	0.1483463908
144	0.06287697051	0.1480123213
145	0.06274578064	0.1476724823
146	0.06252846964	0.1471730654
147	0.06240971034	0.1468679517
148	0.06232345295	0.1466023251
149	0.06215661128	0.1462759948
150	0.06192213291	0.145778503
151	0.06179408761	0.145418966
152	0.06165867621	0.1450724016
153	0.06156784776	0.1448152877
154	0.06141200552	0.1444765393
155	0.06135251706	0.1443026358
156	0.06123613101	0.1440202461
157	0.06115112529	0.143760452
158	0.06103979162	0.1434858568
159	0.06083244904	0.143057928
160	0.0606442583	0.1426510041
161	0.06054615108	0.1423620846
162	0.06048264647	0.1421741388
163	0.06039693058	0.1419263616
164	0.06014477883	0.1414976442
165	0.06012015647	0.1414236469
166	0.05991857633	0.1410490351
167	0.05973188643	0.1406582082
168	0.05963782423	0.1404241887
169	0.05949493276	0.1401189819
170	0.05943841767	0.1398902623
171	0.05927346414	0.1395291517
172	0.05919541162	0.1393028992
173	0.05906873298	0.1390073376
174	0.05897562661	0.1387628458
175	0.05887173334	0.1384996984
176	0.05880407373	0.1383158599
177	0.05865730927	0.1380403166
178	0.05849267441	0.1376881764
179	0.05830861981	0.137340198
180	0.05826131913	0.1371786554
181	0.05810523895	0.1368349505
182	0.05802935194	0.1366029441
183	0.05792582635	0.1363823081
184	0.0577875753	0.1361122314
185	0.05769832974	0.1359189972
186	0.05764778529	0.1357107568
187	0.05759023799	0.1354925099
188	0.05755382902	0.13537522
189	0.05737759867	0.1350447675
190	0.05730705565	0.1348379693
191	0.05721367313	0.1345945246
192	0.05713335961	0.1344164255
193	0.05700917497	0.1341810775
194	0.05693995518	0.1339787048
195	0.05687853663	0.1338004702
196	0.05682404491	0.1336331538
197	0.05674987915	0.1334525657
198	0.0566769993	0.1332731944
199	0.05662955898	0.1330797435
200	0.05652036699	0.1328525856
201	0.0563900542	0.1325959949
202	0.05628981975	0.1323706024
203	0.056166034	0.1321454223
204	0.05609381414	0.1319420136
205	0.05596897143	0.1316770562
206	0.05586507471	0.1314775987
207	0.05579641062	0.1313387928
208	0.0557326104	0.1311856886
209	0.05563154113	0.1310011236
210	0.05557890594	0.1308632944
211	0.05544526207	0.1305874266
212	0.05537175631	0.1304420428
213	0.05528560323	0.1302507586
214	0.05522294041	0.1300943375
215	0.05508360199	0.1297963384
216	0.05496011307	0.1295038867
217	0.05490235926	0.1293144208
218	0.05479619668	0.129087665
219	0.05470287208	0.1288855886
220	0.05463170537	0.128695398
221	0.05454610223	0.1284855746
222	0.05450621734	0.1283378413
223	0.05446540409	0.1282202135
224	0.05440170655	0.1280870266
225	0.05431106695	0.1279062851
226	0.05420355048	0.1276924599
227	0.05410796733	0.1275151688
228	0.05405201239	0.127357313
229	0.05396358735	0.1271877202
230	0.05389310487	0.1270029549
231	0.05380403662	0.126806494
232	0.05372230959	0.1266236864
233	0.05369487453	0.126536131
234	0.05363020724	0.1263679536
235	0.05355999013	0.1262447411
236	0.0534482817	0.1260420479
237	0.05344264741	0.1260106405
238	0.05337478229	0.1258449136
239	0.0533349891	0.1257576524
240	0.0532849163	0.1256592856
241	0.05320168099	0.1254928431
242	0.05312730097	0.1253195973
243	0.0530285882	0.1251371046
244	0.05296622832	0.1249699356
245	0.05292975196	0.1248719563
246	0.05288111422	0.1247641039
247	0.0527997363	0.1245507157
248	0.05270871179	0.1243427443
249	0.05266296691	0.1241961394
250	0.052577421	0.1240051394
251	0.05248382978	0.1237665105
252	0.05241609201	0.1236481406
253	0.05236454703	0.1235527765
254	0.05232816277	0.1234568673
255	0.05227156398	0.1233171945
256	0.05222131305	0.1231675136
257	0.05212533188	0.1230084008
258	0.05208189776	0.1228997303
259	0.0520376798	0.1227892372
260	0.05195608009	0.1226208461
261	0.05191063157	0.1225118978
262	0.05182816883	0.1223618418
263	0.05178246676	0.1222260939
264	0.05173306864	0.1220927044
265	0.0517002846	0.1219783647
266	0.05163310725	0.1218366105
267	0.05160600439	0.1217630555
268	0.05155415888	0.1216308342
269	0.05147506714	0.1214644387
270	0.05139941552	0.1213164383
271	0.05131345139	0.121114446
272	0.05127572197	0.1209899427
273	0.05120849851	0.1208195778
274	0.05116329601	0.1206933789
275	0.05112347006	0.1205776851
276	0.05106197953	0.1204514068
277	0.05101794664	0.1202856508
278	0.05095926542	0.1201704311
279	0.05087396445	0.1200152953
280	0.05083755711	0.119925451
281	0.05080545298	0.1198525072
282	0.05072410393	0.1197080982
283	0.05067549521	0.119574446
284	0.05060828	0.1194336345
285	0.05056837213	0.1192977232
286	0.05052617772	0.1191831391
287	0.0504386993	0.1190298978
288	0.05037490917	0.118872766
289	0.05032817118	0.1187741139
290	0.0502850221	0.1186560407
291	0.05022267746	0.1185167428
292	0.05016027387	0.1183905467
293	0.05009151463	0.11825372
294	0.05003136645	0.1181344937
295	0.04995998694	0.1179832048
296	0.04992279804	0.1179003981
297	0.04988847856	0.1177840255
298	0.04980474516	0.1176227183
299	0.04975252217	0.117509367
300	0.04968181915	0.1173609455
301	0.04964359772	0.1172382831
302	0.04956176714	0.1170641318
303	0.04950696979	0.1169553013
304	0.04947562521	0.1168583529
305	0.04944351926	0.1167679255
306	0.0493964504	0.1166539763
307	0.04934991847	0.1165611624
308	0.04926891662	0.1163890973
309	0.04924216493	0.1163351513
310	0.04917894959	0.11619706
311	0.04914454264	0.1160734382
312	0.04907178828	0.1158935313
313	0.04904911923	0.1158121895
314	0.04901122892	0.1157069381
315	0.04897647804	0.1156095136
316	0.04893654146	0.1154982901
317	0.04888001086	0.1153720968
318	0.04882391756	0.115248426
319	0.04879349422	0.1151694067
320	0.04874197354	0.1150318727
321	0.04870723881	0.1149488976
322	0.04863372434	0.1148025026
323	0.04862054865	0.1147461418
324	0.04859851568	0.1146932145
325	0.04859288031	0.1146708728
326	0.04853915038	0.1145636975
327	0.04852011568	0.1144879442
328	0.04849997608	0.1144292472
329	0.04843714671	0.1142607618
330	0.04839143923	0.1141239582
331	0.04832933452	0.1140062195
332	0.04827475367	0.1138756398
333	0.04822138991	0.1137561808
334	0.04818402136	0.1136358534
335	0.04811997114	0.1135133946
336	0.04811678066	0.1134977808
337	0.04803237965	0.1133258622
338	0.04802421926	0.1132953003
339	0.04800944401	0.1132431781
340	0.04796596871	0.1131368733
341	0.04796215933	0.1131170088
342	0.0479064542	0.1130139666
343	0.04786748041	0.112929816
344	0.04781413338	0.1128358186
345	0.04781100659	0.1128205634
346	0.04777681482	0.1126898169
347	0.04773193094	0.112616741
348	0.04765370203	0.1124574621
349	0.0476370682	0.1123984037
350	0.04759196949	0.1123044297
351	0.04758771862	0.1122807387
352	0.0475685544	0.1122433597
353	0.04754213216	0.1121708159
354	0.04750528449	0.1120346112
355	0.04745334509	0.1118918007
356	0.04742572354	0.111827666
357	0.04742074235	0.1118120626
358	0.04741379311	0.111789726
359	0.04736280109	0.1116408755
360	0.04732023263	0.111567927
361	0.04725000178	0.1114319894
362	0.04722371245	0.1113463361
363	0.0471677763	0.1112214189
364	0.04713572452	0.1111087101
365	0.04706333279	0.1109607002
366	0.04705978637	0.1109448069
367	0.04702345425	0.1108242754
368	0.04698267886	0.1107300357
369	0.04694802607	0.1106581033
370	0.04691333231	0.110553762
371	0.04683958424	0.1104067088
372	0.04683648409	0.1103924093
373	0.0468058884	0.1102947769
374	0.04676069776	0.1101873057
375	0.04672543901	0.1100540027
376	0.04672266045	0.1100445667
377	0.0466801772	0.1099003842
378	0.04665884652	0.1098418987
379	0.04662138762	0.1097105907
380	0.04661759061	0.1096912378
381	0.04657412628	0.1095774816
382	0.04652959837	0.1094919017
383	0.04649410308	0.1093649116
384	0.04641423603	0.109236887
385	0.04640143231	0.1092081515
386	0.0463695257	0.1091187198
387	0.04636654797	0.1091055594
388	0.04633099812	0.109011805
389	0.04627917319	0.1089250301
390	0.04626907091	0.108894097
391	0.04626578366	0.1088818834
392	0.04620025507	0.1087521339
393	0.04619726696	0.1087378428
394	0.04618829129	0.1086926665
395	0.04618603008	0.1086856551
396	0.04612594623	0.1085649976
397	0.0460957882	0.1084947156
398	0.0460926724	0.1084771583
399	0.04604723792	0.1083778627
400	0.04600874247	0.1082711445
401	0.04596280263	0.1081455127
402	0.04591558867	0.108044896
403	0.04588363098	0.1079217267
404	0.04583814258	0.1078005951
405	0.04578835824	0.1076533402
406	0.0457586743	0.1075870829
407	0.04572791162	0.1074730205
408	0.04569496279	0.1073516278
409	0.04564026531	0.1072387562
410	0.04559802803	0.1071520931
411	0.04558776202	0.1071296928
412	0.04554195658	0.1069964885
413	0.04549599432	0.1069018568
414	0.04549338058	0.1068886489
415	0.0454529123	0.1067996103
416	0.0454497685	0.1067896762
417	0.04542854733	0.1067254142
418	0.04540983099	0.1066656927
419	0.0453981208	0.1066223843
420	0.04538196985	0.1065648226
421	0.0453563492	0.1064839232
422	0.04529646605	0.1063397373
423	0.04525149647	0.1062164495
424	0.04524936023	0.1062101769
425	0.04520960365	0.10614015
426	0.04517257097	0.1060316796
427	0.04509485687	0.1058765032
428	0.04509284085	0.1058687337
429	0.04506448891	0.1057746961
430	0.04501827995	0.1056854285
431	0.04497528327	0.1056053384
432	0.04491578756	0.1054611295
433	0.04486567427	0.1053362289
434	0.04486387935	0.1053300935
435	0.04480333806	0.1052081077
436	0.04479037394	0.1051631566
437	0.04472106415	0.1050396209
438	0.04467212935	0.1049360438
439	0.04466965726	0.1049277595
440	0.04463624513	0.1048508566
441	0.04463437897	0.1048456393
442	0.04463259525	0.1048403837
443	0.04462377985	0.1048039156
444	0.04459477019	0.1047157224
445	0.04454778996	0.1046192338
446	0.04450954245	0.1045406389
447	0.0444648242	0.1044362095
448	0.04441496214	0.1043329247
449	0.04437797291	0.104238625
450	0.04433533469	0.1041518209
451	0.04429986457	0.1040475361
452	0.0442523516	0.1039546463
453	0.0441934189	0.103834871
454	0.04415118535	0.1037443003
455	0.04411776532	0.1036295547
456	0.04409943126	0.103580243
457	0.04407680678	0.1034872126
458	0.04405395443	0.1034053556
459	0.04402327575	0.1033080781
460	0.04398977581	0.1032450143
461	0.04396057765	0.1031581605
462	0.04393824958	0.103092548
463	0.04390770275	0.103025616
464	0.04388945531	0.1029770585
465	0.0438679076	0.1029127808
466	0.04383500534	0.1028183647
467	0.04377691024	0.1027098799
468	0.04373850791	0.1026229745
469	0.04370227458	0.1025387917
470	0.04366782346	0.1024451833
471	0.04365967628	0.1024133199
472	0.04363356106	0.102345296
473	0.04359050052	0.1022739969
474	0.0435445812	0.1021819292
475	0.04352550623	0.1021265247
476	0.04350673737	0.1020805271
477	0.04345579818	0.1019447237
478	0.04342919264	0.1018775477
479	0.04337648146	0.1017685825
480	0.04335080388	0.1016798383
481	0.0432954916	0.1015651527
482	0.04327574392	0.1014969749
483	0.04325244572	0.1014127924
484	0.04322902891	0.101372276
485	0.04320669821	0.1012906225
486	0.04319810763	0.1012597717
487	0.04319610628	0.1012505329
488	0.04317924927	0.101203468
489	0.04316080981	0.1011296774
490	0.04309244346	0.1009779029
491	0.0430721961	0.1009186209
492	0.0430357737	0.10083896
493	0.04301784069	0.1007642168
494	0.04298889369	0.1006861384
495	0.04294954566	0.1005760798
496	0.04292969292	0.1005249136
497	0.0428880661	0.1004249229
498	0.04283884422	0.1003173381
499	0.04279417145	0.1002219223
500	0.04276115162	0.1001297697
501	0.04271385807	0.1000307651
502	0.04269705723	0.09999489366
503	0.04266660824	0.09991093163
504	0.04265049247	0.0998461299
505	0.04260597367	0.09974729161
506	0.04256626954	0.09966770877
507	0.04253591889	0.09959869567
508	0.04249883067	0.09951444975
509	0.04248387737	0.09946740233
510	0.04242681034	0.09935316981
511	0.04238403592	0.09921143803
512	0.04235248391	0.09913552914
513	0.04234292143	0.09910358477
514	0.04231990754	0.09904641363
515	0.04229356732	0.09900385004
516	0.04229036368	0.0989968917
517	0.04227350413	0.0989468783
518	0.04224838719	0.09887134932
519	0.04221154079	0.09878907741
520	0.04217476655	0.09869691089
521	0.04213331905	0.09862645646
522	0.042100556	0.09856200067
523	0.04206877175	0.09847244728
524	0.04202513438	0.09838324079
525	0.04197093395	0.0982513164
526	0.04193230328	0.09816786986
527	0.04189337071	0.09804646029
528	0.04184452699	0.09794862703
529	0.0418321254	0.09789339718
530	0.04181184858	0.09782660827
531	0.04178097653	0.09774881501
532	0.04173353367	0.0976138729
533	0.04169655011	0.09752415053
534	0.04166891981	0.09743441164
535	0.04163194729	0.09734676763
536	0.04159911197	0.09727560048
537	0.04156749172	0.09721650041
538	0.04156115532	0.09719134884
539	0.04152492567	0.09709896443
540	0.04149416136	0.09704370447
541	0.04145174087	0.09696152835
542	0.04141638335	0.09687596517
543	0.0413826536	0.09681827694
544	0.04133963753	0.09667986436
545	0.04130818348	0.09659604855
546	0.04129222175	0.0965376135
547	0.04125358405	0.09645926568
548	0.04123621553	0.0964044104
549	0.04122855652	0.09637591956
550	0.04120062472	0.09630837115
551	0.04114715989	0.09619179272
552	0.04112526375	0.09611770726
553	0.04108172293	0.09602071251
554	0.04104616526	0.09594659003
555	0.04102812981	0.09588809075
556	0.04100455406	0.09584280679
557	0.041002633	0.09583701877
558	0.04099007072	0.09581333154
559	0.04096419037	0.09574811485
560	0.04092478889	0.0956480403
561	0.04089735541	0.09559554629
562	0.04089566417	0.09559176145
563	0.04085301017	0.09549876622
564	0.0408077449	0.09540828121
565	0.04075092179	0.09531022467
566	0.04072843187	0.09524692575
567	0.04070313902	0.09518814025
568	0.04066077836	0.09509122475
569	0.04064671082	0.0950363789
570	0.04063406954	0.09499351135
571	0.04059498782	0.09489168637
572	0.04055917073	0.09481441618
573	0.04054269454	0.09475887096
574	0.04053050129	0.09473137069
575	0.04049055224	0.09465024373
576	0.04045738791	0.09458581861
577	0.04042197496	0.09450479831
578	0.04037607322	0.09441609636
579	0.04035454231	0.09435974685
580	0.04035313794	0.09435652566
581	0.04031725304	0.09427987487
582	0.04031599223	0.09427719896
583	0.04031167553	0.0942604252
584	0.04028966597	0.09419638771
585	0.04028449308	0.09417518573
586	0.04024436986	0.09406536984
587	0.04023240396	0.09402252399
588	0.0402143405	0.09396712022
589	0.04018533621	0.09391090522
590	0.0401612409	0.09384636052
591	0.04012966008	0.09379266114
592	0.0401099954	0.09372697751
593	0.04007605197	0.09362613096
594	0.04004116207	0.09352906454
595	0.04000632125	0.09346089042
596	0.03998133011	0.09338135341
597	0.03996220798	0.09331505048
598	0.03996102039	0.09331257821
599	0.03993689259	0.09325152361
600	0.0399251109	0.09321992474
601	0.03992204387	0.09320859005
602	0.03989547534	0.09312916828
603	0.03986005523	0.09301802712
604	0.0398454532	0.09296267268
605	0.03981478921	0.09286179461
606	0.03978307835	0.09279930882
607	0.03975351895	0.09271215405
608	0.03972113954	0.09265649083
609	0.03968375273	0.09258144867
610	0.03965788522	0.09249946635
611	0.03963525828	0.09242937722
612	0.03960958149	0.09237525696
613	0.03960834865	0.09237268498
614	0.03958724092	0.09231097217
615	0.03955840131	0.09223196017
616	0.03952895906	0.09215235505
617	0.03950387077	0.09208884408
618	0.03947589821	0.09202680861
619	0.03943770761	0.09194934291
620	0.03941126229	0.09186109721
621	0.03938951719	0.09180846943
622	0.03938115471	0.09178491724
623	0.03934975124	0.09169592631
624	0.03932786075	0.09162849992
625	0.03929757078	0.09157051512
626	0.03927240168	0.09151691222
627	0.03923840008	0.09142309854
628	0.0392076458	0.09135989315
629	0.03918853612	0.09130103323
630	0.03916101886	0.09122728609
631	0.03914367371	0.09118333325
632	0.03911040809	0.09110193309
633	0.03910924875	0.09109954588
634	0.03907926109	0.09101717499
635	0.039040966	0.09094313738
636	0.03899697248	0.09083669284
637	0.03897624661	0.09078748911
638	0.03894976638	0.09072983815
639	0.03894842233	0.09072387692
640	0.03893215551	0.09067703763
641	0.03890077641	0.09059211334
642	0.03889974647	0.09058993715
643	0.03887791195	0.09052541528
644	0.03885384285	0.09046479526
645	0.03885272753	0.0904625664
646	0.03884532951	0.0904471263
647	0.03881755773	0.09040659778
648	0.03879262763	0.09034908511
649	0.03877560716	0.09029459021
650	0.03873813661	0.09021722322
651	0.03871259395	0.09014848236
652	0.0386930962	0.09012151256
653	0.03864927593	0.09003090655
654	0.03862688984	0.08997085953
655	0.03862588396	0.08996853423
656	0.03860955228	0.08992276592
657	0.0385983489	0.08988393354
658	0.03854432188	0.08977485973
659	0.03851980729	0.08971366907
660	0.03851169339	0.08968352865
661	0.03849491752	0.08963267491
662	0.03847632487	0.08958312634
663	0.03845615093	0.08953833258
664	0.03841240466	0.08944502119
665	0.03838175291	0.08938120688
666	0.03836231455	0.08933962517
667	0.03834530853	0.08928907408
668	0.03831559618	0.0892281524
669	0.03829498815	0.08919525158
670	0.03827986963	0.0891443651
671	0.03822970345	0.08903170789
672	0.03819563342	0.08896288892
673	0.03816149779	0.08889318255
674	0.03813850011	0.08884439711
675	0.03811015528	0.08876944005
676	0.03807186367	0.0886647103
677	0.03804935605	0.08861486817
678	0.03801547078	0.08856174176
679	0.03801404104	0.08855643512
680	0.0380049095	0.08852262872
681	0.03797850794	0.08845402029
682	0.03795845	0.08839138681
683	0.0379478517	0.08836239284
684	0.03792537096	0.08831117928
685	0.03789819829	0.08824621351
686	0.03788979491	0.08821484306
687	0.03786983782	0.08817264025
688	0.03783667168	0.08810770188
689	0.03781626202	0.08805701121
690	0.03779785598	0.08800547802
691	0.03777224897	0.08795080164
692	0.03775559936	0.08790457363
693	0.03772199391	0.08783232827
694	0.03771087929	0.08780978847
695	0.03769028904	0.08776503805
696	0.03765799523	0.08769192638
697	0.03764496659	0.08765368698
698	0.03762699926	0.08760873488
699	0.03759190082	0.08754282113
700	0.03755293688	0.08744366264
701	0.03752510154	0.08737032132
702	0.03750096775	0.08733667214
703	0.03748025814	0.08729103193
704	0.03746055055	0.08723700701
705	0.03744852737	0.08719745144
706	0.03743515786	0.08715488228
707	0.03741922098	0.08712106024
708	0.03740120499	0.08707945001
709	0.03736845474	0.08700651296
710	0.03734813198	0.08695723978
711	0.03734476944	0.08694669733
712	0.03733258989	0.08690839177
713	0.03733070554	0.086903161
714	0.03730535403	0.08684122041
715	0.03728153534	0.08678060555
716	0.03727297027	0.08675772316
717	0.03723098275	0.08666915278
718	0.03720315402	0.08661775667
719	0.03718634376	0.08657616188
720	0.03718492796	0.08657303647
721	0.03715913475	0.08650483206
722	0.03713353654	0.08644696785
723	0.03710503897	0.08638885224
724	0.03709042404	0.08635552954
725	0.03706910591	0.0862942105
726	0.03705108348	0.08624093781
727	0.03702147774	0.08616512534
728	0.0369899332	0.08610527914
729	0.03696496906	0.08604090811
730	0.03694623485	0.08598822955
731	0.03693405611	0.08594648239
732	0.03691324912	0.08587621227
733	0.03688180954	0.08580789818
734	0.03685304079	0.08574614419
735	0.03683150033	0.08568156532
736	0.0368306622	0.08568015532
737	0.03681440787	0.0856350805
738	0.03679264131	0.08558816617
739	0.03676311694	0.08552601611
740	0.03675859192	0.08551371498
741	0.03674174956	0.08546670089
742	0.03672256178	0.08540644379
743	0.03672175447	0.0854049613
744	0.03670101233	0.08535809653
745	0.036677683	0.08530472076
746	0.03665881139	0.08525090583
747	0.03662495971	0.08518372785
748	0.0366241324	0.08518215644
749	0.03659951654	0.08511948728
750	0.03656880243	0.08506015512
751	0.03654248483	0.08500757984
752	0.03652220252	0.08495824162
753	0.03650127531	0.08491628932
754	0.03648248654	0.08486359254
755	0.03646631978	0.08482377626
756	0.0364457797	0.08477655182
757	0.03642915688	0.08473775308
758	0.03641069138	0.08469729726
759	0.03638959446	0.08464230479
760	0.03636435006	0.08458681324
761	0.03633196567	0.08452787655
762	0.03631976552	0.08450321674
763	0.0363159472	0.0844940272
764	0.03630428763	0.08446239085
765	0.03627927332	0.08439323174
766	0.03627618736	0.08438402634
767	0.03626196313	0.08434596832
